,Data,Category,Ativos,ANR,Falhas,Instalações,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão,ViewsNaoOrganica,InstalacoesNaoOrganicas,ConversaoNaoOrganica,ViewsOrganicas,InstalacoesOrganicas,ConversaOrganica,position
1237,16/12/2019,SHOPPING,2631283,1937,514,62477,40872,8308,5221,3197,18482,76080,3.656,Casas Bahia: Descontos Para Comprar na Loja Online,42064,3.15,53610,145949,37721,25.8,43539,12686,29.1,102347,25017,24.4,6
1238,17/12/2019,SHOPPING,2636117,1638,542,62304,40924,8321,5239,3182,18509,76175,3.656,Casas Bahia: Descontos Para Comprar na Loja Online,41650,2.62,53496,141775,37647,26.6,45552,13200,29.0,96158,24432,25.4,6
1239,18/12/2019,SHOPPING,2644987,1944,528,68115,40776,8257,5241,3216,18719,76209,3.645,Casas Bahia: Descontos Para Comprar na Loja Online,46744,2.55,55773,149897,41717,27.8,51139,15694,30.7,98758,26023,26.4,5
1240,19/12/2019,SHOPPING,2653619,1758,417,67636,40764,8265,5276,3179,18887,76371,3.639,Casas Bahia: Descontos Para Comprar na Loja Online,46979,2.6,55575,159927,42384,26.5,55614,17041,30.6,104313,25343,24.3,5
1241,20/12/2019,SHOPPING,2659749,1968,394,62205,40790,8272,5240,3192,18974,76468,3.637,Casas Bahia: Descontos Para Comprar na Loja Online,43200,2.74,53072,158254,39930,25.2,58264,17118,29.4,99990,22812,22.8,5
1242,21/12/2019,SHOPPING,2667814,1719,420,58397,40628,8187,5237,3200,19285,76537,3.623,Casas Bahia: Descontos Para Comprar na Loja Online,41027,3.02,47355,150838,38515,25.5,57406,17402,30.3,93432,21113,22.6,5
1243,22/12/2019,SHOPPING,2675280,1870,377,61873,40380,8180,5212,3258,19578,76608,3.607,Casas Bahia: Descontos Para Comprar na Loja Online,44220,3.39,51711,158550,41487,26.2,62167,19281,31.0,96332,22193,23.0,5
1244,23/12/2019,SHOPPING,2682032,1915,455,59593,40299,8196,5240,3236,19698,76669,3.602,Casas Bahia: Descontos Para Comprar na Loja Online,42108,2.73,49658,158250,39976,25.3,63319,18963,29.9,94931,21013,22.1,5
1245,24/12/2019,SHOPPING,2684918,1692,323,47502,40349,8170,5242,3227,19738,76726,3.602,Casas Bahia: Descontos Para Comprar na Loja Online,34606,3.37,42035,143476,33667,23.5,61123,17306,28.3,82353,16361,19.9,4
1246,25/12/2019,SHOPPING,2683867,1894,397,57330,40291,8128,5211,3207,19945,76782,3.594,Casas Bahia: Descontos Para Comprar na Loja Online,42312,3.02,56242,171355,41123,24.0,70593,20247,28.7,100762,20876,20.7,3
1247,26/12/2019,SHOPPING,2689116,2247,588,68104,40297,8109,5172,3177,20088,76843,3.59,Casas Bahia: Descontos Para Comprar na Loja Online,48582,3.73,60343,186409,46453,24.9,76158,21915,28.8,110196,24514,22.2,4
1248,27/12/2019,SHOPPING,2698562,2069,598,70971,40343,8118,5148,3201,20181,76991,3.588,Casas Bahia: Descontos Para Comprar na Loja Online,51625,3.59,58890,198122,49908,25.2,82042,24228,29.5,116011,25662,22.1,4
1249,28/12/2019,SHOPPING,2708926,1966,650,70190,40368,8103,5191,3193,20304,77159,3.584,Casas Bahia: Descontos Para Comprar na Loja Online,51808,3.59,57531,202954,50855,25.1,80145,24389,30.4,122740,26437,21.5,4
1250,29/12/2019,SHOPPING,2722341,2035,560,75436,40212,8086,5187,3190,20597,77272,3.571,Casas Bahia: Descontos Para Comprar na Loja Online,56950,3.52,60207,230227,55802,24.2,92699,26828,28.9,137468,28950,21.1,4
1251,30/12/2019,SHOPPING,2731195,2096,527,68240,40053,8086,5167,3290,20789,77385,3.56,Casas Bahia: Descontos Para Comprar na Loja Online,49546,3.3,56792,197705,49176,24.9,79933,23500,29.4,117693,25649,21.8,3
1252,31/12/2019,SHOPPING,2749115,2433,631,67425,39867,8095,5166,3330,21027,77485,3.548,Casas Bahia: Descontos Para Comprar na Loja Online,51946,3.24,47842,206206,51350,24.9,86936,25989,29.9,119219,25348,21.3,3
1253,01/01/2020,SHOPPING,2904929,2762,822,279558,39692,8042,5214,3389,21230,77567,3.536,Casas Bahia: Descontos Para Comprar na Loja Online,230423,3.46,121150,874588,224349,25.7,399787,114097,28.5,474705,110226,23.2,2
1254,02/01/2020,SHOPPING,3060815,2886,1141,327532,39703,7934,5259,3419,21571,77886,3.524,Casas Bahia: Descontos Para Comprar na Loja Online,260594,3.05,167217,967798,247893,25.6,422906,115149,27.2,544696,132666,24.4,1
1255,03/01/2020,SHOPPING,3370573,2981,1429,581961,39474,7858,5279,3496,22145,78252,3.499,Casas Bahia: Descontos Para Comprar na Loja Online,475309,3.18,265459,1847579,444973,24.1,812278,206869,25.5,1035072,238022,23.0,1
1256,04/01/2020,SHOPPING,3371048,2734,1209,147351,38690,7754,5512,3614,23232,78802,3.445,Casas Bahia: Descontos Para Comprar na Loja Online,107582,3.2,142443,363859,94370,25.9,151176,44196,29.2,212562,50123,23.6,1
1257,05/01/2020,SHOPPING,3385584,2439,1100,131011,38436,7741,5528,3668,23640,79013,3.426,Casas Bahia: Descontos Para Comprar na Loja Online,97383,3.24,113288,328490,86940,26.5,139020,40301,29.0,189354,46600,24.6,2
1258,06/01/2020,SHOPPING,3395564,2246,854,122366,38520,7758,5540,3676,23691,79185,3.426,Casas Bahia: Descontos Para Comprar na Loja Online,89527,2.99,108166,306770,80894,26.4,132589,41477,31.3,174086,39385,22.6,2
1259,07/01/2020,SHOPPING,3409158,2101,751,119599,36442,7414,5518,3862,26117,79353,3.305,Casas Bahia: Descontos Para Comprar na Loja Online,87798,3.28,102013,314188,79303,25.2,127120,37895,29.8,186994,41385,22.1,1
1260,08/01/2020,SHOPPING,3417354,2311,869,110950,36260,7380,5502,3916,26449,79507,3.29,Casas Bahia: Descontos Para Comprar na Loja Online,79774,3.15,98675,278584,70969,25.5,93133,28236,30.3,185376,42708,23.0,1
1261,09/01/2020,SHOPPING,3431870,2443,991,112586,35918,7390,5522,3906,26951,79687,3.269,Casas Bahia: Descontos Para Comprar na Loja Online,82052,3.02,94382,297476,73237,24.6,102467,27829,27.2,194945,45387,23.3,6
1262,10/01/2020,SHOPPING,3441425,2865,905,96691,35704,7261,5516,3911,27420,79812,3.25,Casas Bahia: Descontos Para Comprar na Loja Online,68793,2.99,83331,283986,61974,21.8,138936,26773,19.3,144988,35186,24.3,1
1263,11/01/2020,SHOPPING,3444249,2464,570,71593,35464,7289,5554,3930,27703,79940,3.236,Casas Bahia: Descontos Para Comprar na Loja Online,50036,3.17,68905,187097,44477,23.8,73985,17442,23.6,113056,27022,23.9,1
1264,12/01/2020,SHOPPING,3437230,2296,645,70365,35361,7250,5555,3981,27880,80027,3.228,Casas Bahia: Descontos Para Comprar na Loja Online,49854,3.48,71420,200139,44674,22.3,78067,17495,22.4,122019,27155,22.3,2
1265,13/01/2020,SHOPPING,3434500,2171,574,69778,35343,7114,5581,4038,28028,80104,3.221,Casas Bahia: Descontos Para Comprar na Loja Online,47193,3.44,69136,179399,41653,23.2,66125,15828,23.9,113191,25801,22.8,5
1266,14/01/2020,SHOPPING,3430915,1936,638,64000,35475,7058,5605,4030,28025,80193,3.224,Casas Bahia: Descontos Para Comprar na Loja Online,42621,3.25,64456,147605,37899,25.7,49687,13896,28.0,97823,23979,24.5,6
1267,15/01/2020,SHOPPING,3417220,2090,715,61116,35518,7067,5611,4035,28059,80290,3.224,Casas Bahia: Descontos Para Comprar na Loja Online,40855,2.91,71581,140660,36216,25.7,44587,12367,27.7,95998,23830,24.8,6
1268,16/01/2020,SHOPPING,3408828,2296,654,58527,35560,7075,5618,4040,28092,80385,3.224,Casas Bahia: Descontos Para Comprar na Loja Online,39166,3.34,64280,135929,34813,25.6,41469,11559,27.9,94389,23235,24.6,6
1269,17/01/2020,SHOPPING,3406042,2796,929,58058,35592,7082,5623,4044,28117,80458,3.224,Casas Bahia: Descontos Para Comprar na Loja Online,38094,3.27,57681,136722,33613,24.6,40542,11031,27.2,96180,22582,23.5,7
1270,18/01/2020,SHOPPING,3406681,2367,838,57978,35092,7152,5509,4157,28601,80511,3.198,Casas Bahia: Descontos Para Comprar na Loja Online,38634,3.37,54506,144701,34688,24.0,46813,11893,25.4,97888,22795,23.3,6
1271,19/01/2020,SHOPPING,3409354,2501,701,62029,34995,7183,5480,4167,28733,80558,3.193,Casas Bahia: Descontos Para Comprar na Loja Online,42386,3.43,56867,149671,37397,25.0,43153,11846,27.5,106518,25551,24.0,6
