Data,Category,Ativos,ANR,Falhas,Views,Instalações,Visibility,Total Reviews,Rate,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,poisition,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão,AIS
2020-02-05,FINANCE,531348,170,496,,9.408,,,,2467,463,271,231,1117,4549,"3,644",39,iti Itaú: conta digital pra pagar e transferir,7.306,"3,94",7.971,19725,6795,34.4%,improve 3
2020-02-06,FINANCE,533416,244,604,,11.498,,,,2561,452,251,221,1084,4569,"3,697",40,iti Itaú: conta digital pra pagar e transferir,9.150,"3,32",9.117,24177,8558,35.4%,improve 3
2020-02-07,FINANCE,534161,203,466,,10.377,,,,2566,442,261,221,1097,4587,"3,689",38,iti Itaú: conta digital pra pagar e transferir,8.099,"3,43",9.294,23550,7576,32.2%,improve 3
2020-02-08,FINANCE,535313,148,398,,9.121,,,,2545,482,261,221,1096,4605,"3,686",35,iti Itaú: conta digital pra pagar e transferir,7.262,"2,54",7.463,18593,6739,36.2%,improve 3
2020-02-09,FINANCE,535244,157,259,,8.595,,,,2521,462,281,231,1125,4620,"3,654",35,iti Itaú: conta digital pra pagar e transferir,6.819,"3,25",8.247,17636,6385,36.2%,improve 3
2020-02-10,FINANCE,537929,236,397,,13.053,,,,2492,462,271,261,1145,4631,"3,625",35,iti Itaú: conta digital pra pagar e transferir,10.455,"3,4",10.015,27377,9787,35.7%,improve 3
2020-02-11,FINANCE,540916,278,381,,13.461,,,,2490,463,272,262,1169,4656,"3,61",30,iti Itaú: conta digital pra pagar e transferir,10.772,"3,96",10.088,27387,10177,37.2%,improve 3
2020-02-12,FINANCE,542514,262,426,,11.991,,,,2471,482,291,271,1165,4680,"3,603",27,iti Itaú: conta digital pra pagar e transferir,9.340,"3,33",10.020,23923,8785,36.7%,improve 3
2020-02-13,FINANCE,544353,273,363,,12.340,,,,2479,471,301,281,1164,4696,"3,6",27,iti Itaú: conta digital pra pagar e transferir,9.632,"3,93",9.987,23883,9101,38.1%,improve 3
2020-02-14,FINANCE,548677,273,416,,15.861,,,,2441,472,301,271,1225,4710,"3,559",27,iti Itaú: conta digital pra pagar e transferir,12.788,"3,24",11.099,29359,12139,41.3%,improve 3
2020-02-15,FINANCE,547870,169,270,,8.579,,,,2408,483,312,282,1249,4734,"3,532",28,iti Itaú: conta digital pra pagar e transferir,6.534,"3,91",8.735,17754,6055,34.1%,improve 3
2020-02-16,FINANCE,545947,148,216,,7.081,,,,2308,511,361,281,1284,4745,"3,48",25,iti Itaú: conta digital pra pagar e transferir,5.330,3,8.537,15585,5014,32.2%,improve 3
2020-02-17,FINANCE,546608,206,392,,11.310,,,,2279,542,381,271,1285,4758,"3,475",27,iti Itaú: conta digital pra pagar e transferir,8.862,"3,44",10.098,23888,8398,35.2%,improve 3
2020-02-18,FINANCE,548724,209,363,,12.090,,,,2270,532,401,271,1296,4770,"3,463",31,iti Itaú: conta digital pra pagar e transferir,9.292,"3,68",9.549,26504,8818,33.3%,improve 3
2020-02-19,FINANCE,555106,265,473,,17.902,,,,2270,512,411,281,1316,4790,"3,447",30,iti Itaú: conta digital pra pagar e transferir,14.368,"3,85",10.937,40119,13476,33.6%,improve 3
2020-02-20,FINANCE,560545,269,410,,17.065,,,,2261,514,393,282,1372,4822,"3,416",27,iti Itaú: conta digital pra pagar e transferir,13.786,"3,34",11.113,40397,12746,31.6%,improve 3
2020-02-21,FINANCE,562815,275,493,,12.334,,,,2240,514,423,282,1392,4851,"3,397",21,iti Itaú: conta digital pra pagar e transferir,9.703,"3,94",9.533,29860,9113,30.5%,improve 3
2020-02-22,FINANCE,563038,293,359,,9.097,,,,2276,463,453,312,1370,4874,"3,403",21,iti Itaú: conta digital pra pagar e transferir,7.106,"3,65",8.410,23326,6640,28.5%,improve 3
2020-02-23,FINANCE,562873,215,272,,8.362,,,,2295,453,442,312,1389,4891,"3,399",24,iti Itaú: conta digital pra pagar e transferir,6.730,"3,81",8.173,23036,6349,27.6%,improve 3
2020-02-24,FINANCE,564080,193,275,,10.334,,,,2288,441,451,321,1405,4906,"3,384",25,iti Itaú: conta digital pra pagar e transferir,8.250,"3,82",9.011,27841,7806,28.0%,improve 3
2020-02-25,FINANCE,564756,211,548,,11.335,,,,2297,443,453,322,1410,4925,"3,384",23,iti Itaú: conta digital pra pagar e transferir,8.993,"2,88",10.229,29269,8479,29.0%,improve 3
2020-02-26,FINANCE,564574,201,554,,12.070,,,,2342,462,492,281,1377,4954,"3,426",22,iti Itaú: conta digital pra pagar e transferir,9.434,"3,45",11.741,30826,8949,29.0%,improve 3
2020-02-27,FINANCE,567319,183,524,,15.446,,,,2352,464,494,282,1383,4975,"3,426",23,iti Itaú: conta digital pra pagar e transferir,12.438,"3,59",12.093,33475,11776,35.2%,improve 3
2020-02-28,FINANCE,571979,209,463,,16.765,,,,2320,464,534,292,1382,4992,"3,41",25,iti Itaú: conta digital pra pagar e transferir,13.480,"2,79",11.580,36285,12770,35.2%,improve 3
2020-02-29,FINANCE,571570,201,295,,9.722,,,,2399,431,511,281,1385,5007,"3,435",24,iti Itaú: conta digital pra pagar e transferir,7.636,"3,75",9.502,21083,7047,33.4%,improve 3
2020-03-01,FINANCE,570821,128,355,,9.237,,,,2395,431,521,290,1383,5020,"3,431",26,iti Itaú: conta digital pra pagar e transferir,7.327,"2,08",9.486,20868,6890,33.0%,improve 3
2020-03-02,FINANCE,571974,301,649,,12.428,,,,2415,430,521,280,1383,5029,"3,44",27,iti Itaú: conta digital pra pagar e transferir,9.508,"2,9",10.842,23643,8915,37.7%,improve 3
2020-03-03,FINANCE,571895,312,625,,10.295,,,,2424,432,523,281,1388,5048,"3,44",28,iti Itaú: conta digital pra pagar e transferir,7.648,"3,58",9.662,18615,7144,38.4%,improve 3
2020-03-04,FINANCE,572724,288,534,,12.441,,,,2408,403,524,282,1451,5068,"3,402",29,iti Itaú: conta digital pra pagar e transferir,9.479,"2,63",11.041,22813,8994,39.4%,improve 3
2020-03-05,FINANCE,574568,282,467,,14.442,,,,2420,322,544,312,1513,5111,"3,357",29,iti Itaú: conta digital pra pagar e transferir,11.110,"2,79",11.906,26767,10536,39.4%,improve 3
2020-03-06,FINANCE,576873,245,455,,13.895,,,,2454,323,535,303,1515,5130,"3,37",27,iti Itaú: conta digital pra pagar e transferir,10.835,"2,54",10.901,25347,10243,40.4%,improve 3
2020-03-07,FINANCE,577787,220,306,,10.618,,,,2382,321,542,281,1618,5144,"3,305",24,iti Itaú: conta digital pra pagar e transferir,8.249,3,9.241,20949,7781,37.1%,improve 3
2020-03-08,FINANCE,576949,214,392,,9.184,,,,2389,311,522,271,1666,5159,"3,288",23,iti Itaú: conta digital pra pagar e transferir,6.926,"3,13",9.400,16089,6515,40.5%,improve 3
2020-03-09,FINANCE,581313,341,613,,16.003,,,,2397,312,523,271,1671,5174,"3,288",24,iti Itaú: conta digital pra pagar e transferir,12.415,"3,13",11.775,31728,11868,37.4%,improve 3
2020-03-10,FINANCE,589197,381,656,,23.772,,,,2359,332,524,272,1714,5201,"3,26",25,iti Itaú: conta digital pra pagar e transferir,19.329,"3,68",14.350,55340,18728,33.8%,improve 3
2020-03-11,FINANCE,602482,533,873,,32.613,,,,2372,334,527,273,1723,5229,"3,26",16,iti Itaú: conta digital pra pagar e transferir,26.709,"2,66",19.619,60447,25710,42.5%,improve 3
2020-03-12,FINANCE,611636,521,754,,29.575,,,,2391,293,496,293,1813,5286,"3,218",13,iti Itaú: conta digital pra pagar e transferir,24.059,"3,44",19.575,54004,22940,42.5%,improve 3
2020-03-13,FINANCE,618686,397,690,,25.644,,,,2264,301,483,332,1932,5312,"3,119",12,iti Itaú: conta digital pra pagar e transferir,20.727,3,17.774,44165,19622,44.4%,improve 3
2020-03-14,FINANCE,623251,371,564,,22.876,,,,2266,292,483,332,1964,5337,"3,106",12,iti Itaú: conta digital pra pagar e transferir,18.548,"3,53",16.330,39902,17586,44.1%,improve 3
2020-03-15,FINANCE,629110,343,467,,23.812,,,,2257,302,473,352,1975,5359,"3,096",10,iti Itaú: conta digital pra pagar e transferir,19.327,"3,57",17.302,41754,18315,43.9%,improve 3
2020-03-16,FINANCE,639216,562,839,,33.055,,,,2289,311,441,341,1988,5370,"3,107",9,iti Itaú: conta digital pra pagar e transferir,26.975,"2,92",22.159,55289,25808,46.7%,improve 3
2020-03-17,FINANCE,648955,594,917,,35.047,,,,2318,322,433,332,1995,5400,"3,118",7,iti Itaú: conta digital pra pagar e transferir,28.513,"3,36",24.203,59898,27126,45.3%,improve 3
2020-03-18,FINANCE,656620,556,916,,32.099,,,,2284,332,432,332,2052,5432,"3,085",8,iti Itaú: conta digital pra pagar e transferir,25.883,"3,21",23.726,54935,24687,44.9%,improve 3
2020-03-19,FINANCE,665156,571,794,,35.474,,,,2300,334,435,334,2067,5470,"3,085",9,iti Itaú: conta digital pra pagar e transferir,28.764,"3,23",25.905,61582,27517,44.7%,improve 3
2020-03-20,FINANCE,672148,566,874,,33.451,,,,2281,314,466,344,2098,5503,"3,061",8,iti Itaú: conta digital pra pagar e transferir,27.460,"3,09",25.571,57225,25984,45.4%,improve 3
2020-03-21,FINANCE,678272,457,713,,30.675,,,,2291,351,422,311,2150,5525,"3,058",8,iti Itaú: conta digital pra pagar e transferir,25.799,"4,07",23.878,53277,24397,45.8%,improve 3
2020-03-22,FINANCE,681738,422,509,,26.764,,,,2303,353,434,323,2141,5554,"3,064",9,iti Itaú: conta digital pra pagar e transferir,22.164,"3,97",22.646,43678,21011,48.1%,improve 3
2020-03-23,FINANCE,690020,543,847,,39.444,,,,2331,373,423,333,2129,5589,"3,079",8,iti Itaú: conta digital pra pagar e transferir,32.814,"3,42",30.199,64728,31300,48.4%,improve 3
2020-03-24,FINANCE,702937,630,973,,46.666,,,,2413,353,424,323,2110,5623,"3,113",8,iti Itaú: conta digital pra pagar e transferir,38.750,"3,23",32.822,75770,36939,48.8%,improve 3
2020-03-25,FINANCE,710396,591,853,,39.935,,,,2472,385,405,334,2067,5663,"3,152",8,iti Itaú: conta digital pra pagar e transferir,32.892,"2,79",31.488,67033,31224,46.6%,improve 3
2020-03-26,FINANCE,711578,475,644,,29.412,,,,2494,388,408,337,2085,5712,"3,152",7,iti Itaú: conta digital pra pagar e transferir,23.962,"3,26",27.351,53495,22529,42.1%,improve 3
2020-03-27,FINANCE,716423,503,662,,33.414,,,,2560,423,362,433,1975,5753,"3,201",6,iti Itaú: conta digital pra pagar e transferir,27.375,"3,36",27.759,57621,25835,44.8%,improve 3
2020-03-28,FINANCE,716622,371,485,,24.403,,,,2574,425,364,435,1986,5784,"3,201",8,iti Itaú: conta digital pra pagar e transferir,20.017,"2,97",23.547,44119,18840,42.7%,improve 3
2020-03-29,FINANCE,716441,354,377,,24.307,,,,2608,444,353,404,2002,5811,"3,216",8,iti Itaú: conta digital pra pagar e transferir,20.178,"3,65",23.790,42924,18982,44.2%,improve 3
2020-03-30,FINANCE,726093,528,642,,45.839,,,,2609,473,332,372,2055,5841,"3,207",10,iti Itaú: conta digital pra pagar e transferir,38.818,"3,06",35.177,80422,37009,46.0%,improve 3
2020-03-31,FINANCE,736737,527,764,,50.315,,,,2698,503,322,352,2003,5878,"3,262",8,iti Itaú: conta digital pra pagar e transferir,43.265,"3,08",38.643,88682,41001,46.2%,improve 3
2020-04-01,FINANCE,747495,616,1.153,,50.492,,,,2716,506,324,354,2016,5916,"3,262",8,iti Itaú: conta digital pra pagar e transferir,41.972,"3,83",38.292,85745,39654,46.2%,improve 3
2020-04-02,FINANCE,755768,563,686,,47.786,,,,2761,495,333,313,2073,5975,"3,261",7,iti Itaú: conta digital pra pagar e transferir,40.430,"3,05",37.500,84782,38241,45.1%,improve 3
2020-04-03,FINANCE,763376,476,828,,46.848,,,,2778,498,335,315,2086,6012,"3,261",6,iti Itaú: conta digital pra pagar e transferir,40.191,"3,32",37.795,83435,38115,45.7%,improve 3
2020-04-04,FINANCE,762375,303,1.280,,26.587,,,,2829,527,354,324,2017,6051,"3,302",6,iti Itaú: conta digital pra pagar e transferir,21.624,"3,86",26.982,46226,20251,43.8%,improve 3
2020-04-05,FINANCE,760598,273,397,,23.165,,,,2876,472,362,341,2031,6082,"3,299",8,iti Itaú: conta digital pra pagar e transferir,18.442,"3,74",24.335,39245,17211,43.9%,improve 3
2020-04-06,FINANCE,774066,470,634,,58.336,,,,2894,492,361,351,2000,6098,"3,316",8,iti Itaú: conta digital pra pagar e transferir,50.263,"3,83",44.562,105128,47837,45.5%,improve 3
2020-04-07,FINANCE,836686,819,626,,175.196,,,,2955,474,383,343,1987,6142,"3,337",9,iti Itaú: conta digital pra pagar e transferir,158.481,"3,53",111.831,370848,152434,41.1%,improve 3
2020-04-08,FINANCE,840427,502,540,,72.094,,,,3013,473,382,342,1975,6185,"3,357",6,iti Itaú: conta digital pra pagar e transferir,62.291,"3,34",67.443,141951,58124,40.9%,improve 3
2020-04-09,FINANCE,831772,416,372,,33.284,,,,2990,505,394,333,2000,6222,"3,346",5,iti Itaú: conta digital pra pagar e transferir,27.231,"3,53",41.102,61364,25155,41.0%,improve 3
2020-04-10,FINANCE,826389,271,238,,26.024,,,,2995,504,423,342,1996,6260,"3,345",7,iti Itaú: conta digital pra pagar e transferir,21.230,"2,86",30.707,45245,19790,43.7%,improve 3
2020-04-11,FINANCE,818398,210,214,,16.021,,,,3008,506,425,344,2005,6288,"3,345",7,iti Itaú: conta digital pra pagar e transferir,12.462,"3,71",23.419,26875,11339,42.2%,improve 3
2020-04-12,FINANCE,807388,152,136,,6.204,,,,3028,491,431,280,2075,6305,"3,335",8,iti Itaú: conta digital pra pagar e transferir,4.131,3,16.633,9666,3649,37.8%,improve 3
2020-04-13,FINANCE,801972,271,309,,19.049,,,,3051,481,451,291,2047,6321,"3,348",13,iti Itaú: conta digital pra pagar e transferir,15.126,"3,56",23.687,33154,14307,43.2%,improve 3
2020-04-14,FINANCE,804008,356,306,,32.256,,,,3106,472,452,291,2030,6351,"3,367",25,iti Itaú: conta digital pra pagar e transferir,26.589,"3,73",29.596,58641,25345,43.2%,improve 3
2020-04-15,FINANCE,803760,403,300,,29.070,,,,3156,504,443,272,2026,6401,"3,389",31,iti Itaú: conta digital pra pagar e transferir,23.498,"3,79",28.487,50412,22188,44.0%,improve 3
2020-04-16,FINANCE,804696,365,294,,32.339,,,,3222,513,432,281,1993,6441,"3,417",30,iti Itaú: conta digital pra pagar e transferir,26.729,4,30.704,56661,25282,44.6%,improve 3
2020-04-17,FINANCE,806149,356,332,,33.192,,,,3237,515,434,283,2002,6471,"3,417",24,iti Itaú: conta digital pra pagar e transferir,27.335,"3,7",30.976,57587,25789,44.8%,improve 3
2020-04-18,FINANCE,802484,240,212,,19.798,,,,3330,504,464,282,1917,6497,"3,469",20,iti Itaú: conta digital pra pagar e transferir,15.774,"4,14",22.798,33435,14640,43.8%,improve 3
2020-04-19,FINANCE,794336,191,158,,10.022,,,,3409,522,472,281,1840,6524,"3,518",19,iti Itaú: conta digital pra pagar e transferir,7.263,"4,14",17.442,16054,6642,41.4%,improve 3
2020-04-20,FINANCE,792007,363,384,,23.253,,,,3442,541,491,311,1756,6541,"3,551",18,iti Itaú: conta digital pra pagar e transferir,18.654,"3,8",25.098,39749,17591,44.3%,improve 3
2020-04-21,FINANCE,801007,305,317,,44.732,,,,3455,544,493,312,1763,6567,"3,551",23,iti Itaú: conta digital pra pagar e transferir,39.309,"3,11",35.037,79940,37414,46.8%,improve 3
2020-04-22,FINANCE,807609,367,339,,43.538,,,,3503,565,474,312,1746,6600,"3,57",21,iti Itaú: conta digital pra pagar e transferir,36.760,"3,06",36.400,75930,34880,45.9%,improve 3
2020-04-23,FINANCE,806382,324,356,,31.896,,,,3489,554,453,332,1805,6633,"3,541",13,iti Itaú: conta digital pra pagar e transferir,25.608,"3,59",32.448,55217,24009,43.5%,improve 3
2020-04-24,FINANCE,800418,269,282,,18.583,,,,3426,572,512,351,1798,6659,"3,522",12,iti Itaú: conta digital pra pagar e transferir,13.707,4,23.859,27866,12722,45.7%,improve 3
2020-04-25,FINANCE,793212,136,171,,10.413,,,,3457,572,532,321,1808,6690,"3,53",13,iti Itaú: conta digital pra pagar e transferir,7.297,"3,13",17.124,14928,6701,44.9%,improve 3
2020-04-26,FINANCE,786225,155,129,,7.390,,,,3503,572,532,301,1806,6714,"3,546",17,iti Itaú: conta digital pra pagar e transferir,5.074,"3,26",13.926,10009,4644,46.4%,improve 3
2020-04-27,FINANCE,780609,223,264,,11.647,,,,3483,572,552,291,1837,6735,"3,531",20,iti Itaú: conta digital pra pagar e transferir,8.315,"3,46",16.566,17866,7853,44.0%,improve 3
2020-04-28,FINANCE,773220,220,269,,7.859,,,,3459,573,583,311,1830,6756,"3,521",33,iti Itaú: conta digital pra pagar e transferir,5.000,3,14.647,11053,4594,41.6%,improve 3
2020-04-29,FINANCE,765646,192,230,,6.545,,,,3483,602,552,301,1837,6775,"3,53",37,iti Itaú: conta digital pra pagar e transferir,3.952,"3,84",13.524,8803,3637,41.3%,improve 3
2020-04-30,FINANCE,758838,194,150,,7.090,,,,3452,612,541,291,1896,6792,"3,505",47,iti Itaú: conta digital pra pagar e transferir,3.837,"2,75",13.225,8447,3554,42.1%,improve 3
2020-05-01,FINANCE,753236,172,186,,7.537,,,,3439,643,543,301,1890,6816,"3,504",56,iti Itaú: conta digital pra pagar e transferir,3.134,"2,83",12.350,7221,2901,40.2%,improve 3
2020-05-02,FINANCE,747541,115,144,,5.323,,,,3445,612,542,301,1938,6838,"3,486",62,iti Itaú: conta digital pra pagar e transferir,2.078,"3,18",10.470,5210,1888,36.2%,improve 3
2020-05-03,FINANCE,741233,105,108,,3.829,,,,3416,582,542,321,1999,6860,"3,451",64,iti Itaú: conta digital pra pagar e transferir,1.695,"3,31",9.756,4606,1529,33.2%,improve 3
2020-05-04,FINANCE,737254,212,361,,8.222,,,,3361,592,541,331,2047,6872,"3,42",68,iti Itaú: conta digital pra pagar e transferir,3.890,"3,55",11.640,9825,3641,37.1%,improve 3
2020-05-05,FINANCE,733082,172,290,,8.038,,,,3349,611,531,330,2065,6886,"3,413",75,iti Itaú: conta digital pra pagar e transferir,4.230,"3,29",11.339,11004,3963,36.0%,improve 3
2020-05-06,FINANCE,729188,227,306,,10.183,,,,3358,613,533,331,2071,6906,"3,413",73,iti Itaú: conta digital pra pagar e transferir,5.547,"3,32",13.393,13563,5271,38.9%,improve 3
2020-05-07,FINANCE,725099,162,252,,9.838,,,,3391,633,563,321,2022,6930,"3,44",69,iti Itaú: conta digital pra pagar e transferir,5.148,"3,1",13.516,13085,4805,36.7%,improve 3
2020-05-08,FINANCE,722026,928,257,,11.140,,,,3404,602,582,331,2028,6947,"3,435",64,iti Itaú: conta digital pra pagar e transferir,5.753,"4,37",13.746,17252,5436,31.5%,improve 3
2020-05-09,FINANCE,719587,181,127,,9.693,,,,3491,628,597,360,2069,7145,"3,435",61,iti Itaú: conta digital pra pagar e transferir,5.002,"4,52",11.600,13049,4723,36.2%,improve 3
2020-05-10,FINANCE,716553,120,135,,7.761,,,,3629,661,610,361,1975,7236,"3,499",56,iti Itaú: conta digital pra pagar e transferir,4.326,"4,29",10.366,12079,4026,33.3%,improve 3
2020-05-11,FINANCE,716171,225,348,,12.496,,,,4070,695,574,282,1662,7283,"3,718",49,iti Itaú: conta digital pra pagar e transferir,8.004,"4,21",12.374,19115,7628,39.9%,improve 3
2020-05-12,FINANCE,718517,248,250,,17.769,,,,4178,696,565,272,1614,7325,"3,758",43,iti Itaú: conta digital pra pagar e transferir,13.005,"3,64",14.695,27912,12335,44.2%,improve 3
2020-05-13,FINANCE,720757,305,352,,21.118,,,,4369,734,503,261,1499,7366,"3,843",39,iti Itaú: conta digital pra pagar e transferir,15.430,"3,71",18.245,33373,14693,44.0%,improve 3
2020-05-14,FINANCE,724602,204,246,,22.959,,,,4409,765,473,251,1509,7407,"3,852",32,iti Itaú: conta digital pra pagar e transferir,16.220,"3,54",19.120,33938,15468,45.6%,improve 3
2020-05-15,FINANCE,728192,241,374,,25.636,,,,4414,814,472,271,1458,7429,"3,869",27,iti Itaú: conta digital pra pagar e transferir,18.738,"3,84",20.587,38124,17758,46.6%,improve 3
2020-05-16,FINANCE,729385,163,203,,18.391,,,,4404,804,462,301,1478,7449,"3,853",24,iti Itaú: conta digital pra pagar e transferir,13.774,"3,19",16.831,28541,13022,45.6%,improve 3
2020-05-17,FINANCE,729060,217,184,,15.012,,,,4456,792,461,301,1455,7465,"3,87",23,iti Itaú: conta digital pra pagar e transferir,11.153,"3,71",14.877,23676,10535,44.5%,improve 3
2020-05-18,FINANCE,732953,264,331,,24.201,,,,4469,793,472,311,1446,7491,"3,871",22,iti Itaú: conta digital pra pagar e transferir,18.444,"3,55",19.818,38782,17565,45.3%,improve 3
2020-05-19,FINANCE,743445,361,373,,36.959,,,,4506,752,501,321,1435,7515,"3,874",20,iti Itaú: conta digital pra pagar e transferir,29.125,"4,04",25.746,60582,27906,46.1%,improve 3
2020-05-20,FINANCE,751137,389,452,,34.221,,,,4505,764,512,351,1407,7539,"3,876",19,iti Itaú: conta digital pra pagar e transferir,26.751,"3,05",25.946,56759,25507,44.9%,improve 3
2020-05-21,FINANCE,760717,396,433,,37.603,,,,4607,754,513,331,1358,7563,"3,915",18,iti Itaú: conta digital pra pagar e transferir,29.535,"3,6",27.315,62351,28231,45.3%,improve 3
2020-05-22,FINANCE,765854,407,440,,29.959,,,,4677,774,512,311,1317,7591,"3,946",16,iti Itaú: conta digital pra pagar e transferir,23.542,"3,39",24.297,48889,22318,45.7%,improve 3
2020-05-23,FINANCE,769710,243,252,,26.690,,,,4687,754,502,311,1367,7621,"3,929",12,iti Itaú: conta digital pra pagar e transferir,21.061,"3,42",22.288,47224,19767,41.9%,improve 3
2020-05-24,FINANCE,771927,283,245,,24.925,,,,4675,762,521,311,1374,7643,"3,923",14,iti Itaú: conta digital pra pagar e transferir,19.350,"2,94",22.121,45026,18278,40.6%,improve 3
2020-05-25,FINANCE,780952,454,594,,37.165,,,,4710,783,532,311,1325,7661,"3,945",13,iti Itaú: conta digital pra pagar e transferir,28.935,"3,52",27.395,69054,27695,40.1%,improve 3
2020-05-26,FINANCE,788268,412,537,,35.183,,,,4702,813,502,301,1366,7684,"3,935",11,iti Itaú: conta digital pra pagar e transferir,27.762,"3,08",27.215,66890,26292,39.3%,improve 3
2020-05-27,FINANCE,789001,349,414,,25.102,,,,4768,794,523,291,1348,7724,"3,951",11,iti Itaú: conta digital pra pagar e transferir,19.376,"4,25",23.698,45250,18291,40.4%,improve 3
2020-05-28,FINANCE,792408,279,350,,26.274,,,,4673,804,562,271,1437,7747,"3,904",14,iti Itaú: conta digital pra pagar e transferir,20.420,"2,7",22.133,46307,19452,42.0%,improve 3
2020-05-29,FINANCE,794644,268,298,,24.042,,,,4626,804,563,291,1488,7772,"3,873",14,iti Itaú: conta digital pra pagar e transferir,19.025,"3,7",21.232,39343,17813,45.3%,improve 3
2020-05-30,FINANCE,794761,219,252,,18.404,,,,4622,805,584,281,1500,7792,"3,868",17,iti Itaú: conta digital pra pagar e transferir,13.797,"3,7",17.620,31251,12964,41.5%,improve 3
2020-05-31,FINANCE,797873,218,211,,23.024,,,,,,,,,,,20,iti Itaú: conta digital pra pagar e transferir,18.243,"3,96",19.398,39799,17370,43.6%,improve 3
2020-06-01,FINANCE,802120,344,472,,28.637,,,,,,,,,,,16,iti Itaú: conta digital pra pagar e transferir,21.994,"3,87",23.657,51070,20868,40.9%,improve 3
2020-06-02,FINANCE,807007,362,409,,29.742,,,,4404,816,614,322,1743,7899,"3,736",18,iti Itaú: conta digital pra pagar e transferir,22.532,"3,92",23.857,53253,21595,40.6%,improve 3
2020-06-03,FINANCE,805591,330,309,,19.943,,,,4370,874,612,351,1728,7935,"3,732",17,iti Itaú: conta digital pra pagar e transferir,14.474,"3,97",20.508,37801,13598,36.0%,improve 3
2020-06-04,FINANCE,806032,377,316,,22.145,,,,4370,823,622,371,1778,7964,"3,707",19,iti Itaú: conta digital pra pagar e transferir,15.799,"3,43",20.920,41775,15221,36.4%,improve 3
2020-06-05,FINANCE,806528,322,250,,20.113,,,,4361,795,654,372,1833,8015,"3,683",20,iti Itaú: conta digital pra pagar e transferir,13.511,"3,63",18.834,36654,12845,35.0%,improve 3
2020-06-06,FINANCE,804775,203,178,,14.208,,,,4251,783,673,391,1949,8047,"3,62",23,iti Itaú: conta digital pra pagar e transferir,9.353,"4,06",15.222,26326,8789,33.4%,improve 3
2020-06-07,FINANCE,801958,139,93,,12.091,,,,4232,732,682,401,2016,8063,"3,591",26,iti Itaú: conta digital pra pagar e transferir,8.302,"3,37",14.180,24958,7817,31.3%,improve 3
2020-06-08,FINANCE,804291,394,302,,21.347,,,,4268,733,683,411,1998,8093,"3,6",26,iti Itaú: conta digital pra pagar e transferir,15.374,"3,81",18.129,37947,14537,38.3%,improve 3
2020-06-09,FINANCE,805578,330,242,,19.514,,,,4209,733,723,411,2049,8125,"3,571",26,iti Itaú: conta digital pra pagar e transferir,14.185,"3,6",17.441,40222,13488,33.5%,improve 3
2020-06-10,FINANCE,806161,266,187,,17.370,,,,4196,753,722,421,2058,8150,"3,565",28,iti Itaú: conta digital pra pagar e transferir,12.730,"4,25",16.082,39573,12005,30.3%,improve 3
2020-06-11,FINANCE,805355,245,215,,15.484,,,,4243,737,737,414,2091,8222,"3,563",28,iti Itaú: conta digital pra pagar e transferir,11.450,"4,19",15.694,34955,10750,30.8%,improve 3
2020-06-12,FINANCE,805099,220,195,,16.161,,,,4479,686,706,383,2037,8291,"3,625",29,iti Itaú: conta digital pra pagar e transferir,11.666,"3,6",15.726,31785,11052,34.8%,improve 3
2020-06-13,FINANCE,806932,176,146,,20.529,,,,4573,723,663,381,1979,8319,"3,664",29,iti Itaú: conta digital pra pagar e transferir,14.178,"3,78",17.992,35604,13391,37.6%,improve 3
2020-06-14,FINANCE,807592,171,172,,19.639,,,,4534,744,683,382,2010,8353,"3,647",28,iti Itaú: conta digital pra pagar e transferir,13.888,"4,31",18.190,40726,13185,32.4%,improve 3
2020-06-15,FINANCE,813145,332,417,,30.003,,,,4632,693,703,381,1969,8378,"3,673",25,iti Itaú: conta digital pra pagar e transferir,22.358,"3,98",23.473,56336,21259,37.7%,improve 3
2020-06-16,FINANCE,819493,309,541,,28.641,,,,,,,,,,,23,iti Itaú: conta digital pra pagar e transferir,21.636,"3,64",21.503,56521,20453,36.2%,improve 3
2020-06-17,FINANCE,823632,293,494,,26.099,,,,4769,726,695,352,1936,8478,"3,712",23,iti Itaú: conta digital pra pagar e transferir,19.808,"3,63",20.995,56267,18790,33.4%,improve 3
2020-06-18,FINANCE,823954,264,437,,19.754,,,,4899,704,674,392,1851,8520,"3,752",22,iti Itaú: conta digital pra pagar e transferir,14.772,"3,55",18.919,46538,14032,30.2%,improve 3
2020-06-19,FINANCE,821375,243,380,,13.160,,,,4966,713,663,402,1809,8553,"3,774",20,iti Itaú: conta digital pra pagar e transferir,9.255,"3,78",14.917,34563,8746,25.3%,improve 3
2020-06-20,FINANCE,819257,160,189,,10.363,,,,4953,693,653,452,1828,8579,"3,756",23,iti Itaú: conta digital pra pagar e transferir,7.273,"3,8",11.880,26106,6805,26.1%,improve 3
2020-06-21,FINANCE,816829,129,137,,9.732,,,,5012,683,662,462,1787,8606,"3,775",25,iti Itaú: conta digital pra pagar e transferir,7.020,"3,38",11.524,26666,6583,24.7%,improve 3
2020-06-22,FINANCE,816763,302,460,,14.906,,,,4999,732,622,471,1807,8631,"3,77",30,iti Itaú: conta digital pra pagar e transferir,10.466,"3,56",14.243,33775,9813,29.1%,improve 3
