Data,Category,Ativos,ANR,Falhas,Views,Instalações,Visibility,Total Reviews,Rate,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,poisition,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão
2020-01-15,SPORTS,"67,283",16,313,,"1,413",,,,7335,865,281,50,432,8963,"4,631",21,Appito,975,4.85,"1,691",2294,903,39.4%
2020-01-16,SPORTS,"67,041",12,348,,"1,321",,,,7349,867,282,50,433,8981,"4,631",23,Appito,950,4.50,"1,481",5846,887,15.2%
2020-01-17,SPORTS,"67,017",15,375,,"1,378",,,,7360,868,282,50,434,8994,"4,631",20,Appito,945,4.65,"1,354",5934,891,15.0%
2020-01-18,SPORTS,"66,770",11,333,,"1,201",,,,7395,852,301,50,411,9009,"4,639",25,Appito,803,4.83,"1,314",3440,727,21.1%
2020-01-19,SPORTS,"66,604",6,277,,"1,166",,,,7378,872,300,60,411,9021,"4,634",31,Appito,848,4.56,"1,292",3581,790,22.1%
2020-01-20,SPORTS,"66,865",14,360,,"1,498",,,,7390,872,300,60,411,9033,"4,635",33,Appito,"1,104",4.64,"1,338",3926,1012,25.8%
2020-01-21,SPORTS,"67,647",15,340,,"2,721",,,,7423,863,301,60,411,9058,"4,636",32,Appito,"2,167",4.65,"1,913",10651,2112,19.8%
2020-01-22,SPORTS,"67,769",8,337,,"1,829",,,,7482,853,301,60,381,9077,"4,652",23,Appito,"1,353",4.83,"1,667",4531,1263,27.9%
2020-01-23,SPORTS,"67,732",7,330,,"1,480",,,,7452,905,311,60,382,9110,"4,645",21,Appito,"1,028",4.63,"1,458",2630,951,36.2%
2020-01-24,SPORTS,"67,791",6,360,,"1,441",,,,7459,905,312,60,382,9118,"4,645",21,Appito,980,5.00,"1,322",2702,914,33.8%
2020-01-25,SPORTS,"67,552",9,412,,"1,189",,,,7460,903,321,60,391,9135,"4,64",25,Appito,791,4.53,"1,346",2368,709,29.9%
2020-01-26,SPORTS,"67,321",12,297,,"1,020",,,,7496,893,311,60,391,9151,"4,644",25,Appito,725,4.74,"1,255",1914,686,35.8%
2020-01-27,SPORTS,"67,149",8,286,,"1,396",,,,7506,894,311,60,401,9172,"4,64",27,Appito,929,4.83,"1,488",2309,887,38.4%
2020-01-28,SPORTS,"67,157",4,315,,"1,435",,,,7536,884,311,60,401,9192,"4,642",27,Appito,985,5.00,"1,353",2460,930,37.8%
2020-01-29,SPORTS,"67,044",5,259,,"1,207",,,,7532,893,321,60,401,9207,"4,639",26,Appito,859,4.21,"1,255",2118,797,37.6%
2020-01-30,SPORTS,"66,952",4,235,,"1,297",,,,7599,853,321,60,391,9224,"4,649",26,Appito,829,4.85,"1,265",2099,773,36.8%
2020-01-31,SPORTS,"66,829",18,255,,"1,248",,,,7623,842,320,60,391,9236,"4,65",28,Appito,837,5.00,"1,231",1896,751,39.6%
2020-02-01,SPORTS,"66,709",12,289,,"1,184",,,,7648,843,311,60,391,9253,"4,653",21,Appito,742,4.86,"1,215",1804,682,37.8%
2020-02-02,SPORTS,"66,510",3,245,,"1,045",,,,7665,842,301,60,391,9259,"4,655",21,Appito,702,4.86,"1,142",1861,632,34.0%
2020-02-03,SPORTS,"66,457",9,216,,"1,299",,,,7683,843,301,60,391,9278,"4,656",24,Appito,871,4.72,"1,199",2435,813,33.4%
2020-02-04,SPORTS,"66,999",7,247,,"2,212",,,,7711,843,291,60,391,9296,"4,659",30,Appito,"1,725",4.92,"1,417",19384,1667,8.6%
2020-02-05,SPORTS,"67,007",2,220,,"1,267",,,,7712,844,291,60,402,9309,"4,654",27,Appito,869,4.80,"1,128",1947,809,41.6%
2020-02-06,SPORTS,"66,966",5,248,,"1,081",,,,7708,883,301,40,391,9323,"4,66",26,Appito,704,4.71,"1,023",1695,662,39.1%
2020-02-07,SPORTS,"66,766",11,228,,"1,198",,,,7717,893,301,40,381,9332,"4,663",25,Appito,781,4.73,"1,248",1937,752,38.8%
2020-02-08,SPORTS,"66,650",3,270,,"1,150",,,,7734,904,301,40,371,9350,"4,667",27,Appito,826,4.80,"1,201",1993,774,38.8%
2020-02-09,SPORTS,"66,254",7,224,,989,,,,7773,893,291,40,371,9368,"4,671",27,Appito,711,4.94,"1,304",1729,641,37.1%
2020-02-10,SPORTS,"66,171",6,217,,"1,152",,,,7779,923,281,40,361,9384,"4,675",27,Appito,832,5.00,"1,180",1952,771,39.5%
2020-02-11,SPORTS,"66,181",3,189,,"1,172",,,,7845,904,271,40,341,9401,"4,688",28,Appito,886,4.93,"1,077",2005,816,40.7%
2020-02-12,SPORTS,"65,969",9,231,,"1,093",,,,7901,892,240,40,340,9413,"4,696",26,Appito,714,4.83,"1,274",1640,671,40.9%
2020-02-13,SPORTS,"65,811",8,172,,"1,066",,,,7923,882,240,40,341,9426,"4,698",27,Appito,675,4.78,"1,160",1739,637,36.6%
2020-02-14,SPORTS,"65,510",9,113,,981,,,,7948,874,241,40,341,9444,"4,699",30,Appito,654,4.33,"1,167",2023,595,29.4%
2020-02-15,SPORTS,"65,359",5,146,,"1,009",,,,7959,873,250,40,331,9453,"4,702",31,Appito,687,4.63,"1,154",1954,638,32.7%
2020-02-16,SPORTS,"64,856",1,78,,841,,,,7972,873,261,40,321,9467,"4,704",30,Appito,608,4.60,"1,241",1750,577,33.0%
2020-02-17,SPORTS,"64,653",7,64,,897,,,,7959,933,240,40,311,9483,"4,707",31,Appito,622,4.64,"1,029",1457,566,38.8%
2020-02-18,SPORTS,"64,573",6,70,,894,,,,7949,933,250,40,321,9493,"4,701",32,Appito,591,4.69,935,2049,554,27.0%
2020-02-19,SPORTS,"64,296",3,78,,888,,,,7950,933,250,50,321,9504,"4,698",30,Appito,548,4.91,"1,048",1432,510,35.6%
2020-02-20,SPORTS,"64,012",7,136,,838,,,,7941,953,251,50,321,9516,"4,696",34,Appito,567,4.78,"1,071",1717,521,30.3%
2020-02-21,SPORTS,"63,825",3,48,,790,,,,7933,972,250,50,320,9525,"4,695",36,Appito,535,4.82,972,1415,498,35.2%
2020-02-22,SPORTS,"63,501",8,76,,851,,,,7953,972,250,50,310,9535,"4,699",35,Appito,576,4.67,"1,124",1881,519,27.6%
2020-02-23,SPORTS,"63,134",5,49,,700,,,,7957,984,251,50,311,9553,"4,698",33,Appito,503,4.80,991,1578,460,29.2%
2020-02-24,SPORTS,"62,871",4,29,,741,,,,7985,1003,230,50,300,9568,"4,705",31,Appito,502,4.80,994,1627,450,27.7%
2020-02-25,SPORTS,"62,439",3,47,,770,,,,7993,1004,230,50,301,9578,"4,705",31,Appito,552,4.45,"1,136",1675,508,30.3%
2020-02-26,SPORTS,"62,113",3,65,,904,,,,8005,1023,210,50,300,9588,"4,708",33,Appito,630,4.75,"1,178",1784,582,32.6%
2020-02-27,SPORTS,"61,844",22,52,,881,,,,8016,1024,210,50,301,9601,"4,708",34,Appito,600,4.62,"1,08",1668,558,33.5%
2020-02-28,SPORTS,"61,779",9,61,,"1,034",,,,8009,1045,211,50,301,9616,"4,706",33,Appito,686,4.92,"1,039",2222,654,29.4%
2020-02-29,SPORTS,"61,742",29,102,,"1,039",,,,8020,1054,220,50,281,9625,"4,712",36,Appito,654,4.91,"1,03",1804,609,33.8%
2020-03-01,SPORTS,"61,436",5,59,,843,,,,8014,1094,220,50,271,9649,"4,713",36,Appito,558,4.91,"1,076",1540,535,34.7%
2020-03-02,SPORTS,"61,366",8,70,,885,,,,8026,1113,210,50,260,9659,"4,718",38,Appito,565,4.63,900,1467,533,36.3%
2020-03-03,SPORTS,"60,764",8,201,,386,,,,8032,1114,210,50,261,9667,"4,718",43,Appito,206,4.38,849,1408,216,15.3%
2020-03-04,SPORTS,"60,521",2,324,,764,,,,8040,1124,210,50,260,9684,"4,717",40,Appito,480,4.21,"1,034",1428,441,30.9%
2020-03-05,SPORTS,"60,279",9,191,,967,,,,8049,1104,240,50,260,9703,"4,714",51,Appito,623,5.00,"1,098",1553,580,37.3%
2020-03-06,SPORTS,"60,274",9,111,,984,,,,8056,1103,240,50,260,9709,"4,714",54,Appito,642,4.75,995,1531,597,39.0%
2020-03-07,SPORTS,"60,273",8,102,,"1,104",,,,8049,1104,230,60,281,9724,"4,705",44,Appito,802,4.88,"1,059",1947,725,37.2%
2020-03-08,SPORTS,"60,133",7,77,,"1,097",,,,8073,1114,230,50,271,9738,"4,711",40,Appito,779,4.67,"1,208",1858,703,37.8%
2020-03-09,SPORTS,"60,274",15,89,,"1,159",,,,8082,1114,230,50,271,9747,"4,712",40,Appito,783,4.85,"1,035",1737,727,41.9%
2020-03-10,SPORTS,"60,291",8,53,,"1,114",,,,8121,1115,231,40,261,9768,"4,719",39,Appito,792,4.83,974,1930,760,39.4%
2020-03-11,SPORTS,"60,380",63,74,,"1,059",,,,8126,1116,231,40,261,9774,"4,719",35,Appito,715,4.83,966,1625,642,39.5%
2020-03-12,SPORTS,"60,400",35,81,,"1,020",,,,8139,1114,210,50,270,9783,"4,717",32,Appito,702,4.23,939,1559,662,42.5%
2020-03-13,SPORTS,"60,308",5,53,,933,,,,8132,1133,210,50,270,9795,"4,715",37,Appito,636,4.75,944,1417,582,41.1%
2020-03-14,SPORTS,"60,054",7,70,,859,,,,8130,1134,210,50,281,9805,"4,711",39,Appito,581,3.60,"1,015",1441,536,37.2%
2020-03-15,SPORTS,"59,673",4,65,,765,,,,8135,1133,220,50,270,9808,"4,714",37,Appito,498,4.94,"1,044",1270,454,35.7%
2020-03-16,SPORTS,"59,504",11,55,,838,,,,8112,1164,220,60,271,9827,"4,708",41,Appito,576,3.89,952,1302,510,39.2%
2020-03-17,SPORTS,"59,248",10,37,,804,,,,8144,1143,220,60,270,9837,"4,71",40,Appito,515,3.38,994,1273,489,38.4%
2020-03-18,SPORTS,"58,909",6,33,,738,,,,8121,1193,220,50,260,9844,"4,713",38,Appito,479,4.80,"1,037",1264,444,35.1%
2020-03-19,SPORTS,"58,356",4,16,,597,,,,8128,1194,220,50,260,9852,"4,713",33,Appito,388,4.22,"1,065",1069,368,34.4%
2020-03-20,SPORTS,"57,724",6,24,,569,,,,8085,1203,240,50,280,9858,"4,7",32,Appito,375,4.29,"1,163",977,340,34.8%
2020-03-21,SPORTS,"57,055",-,22,,428,,,,8044,1233,250,60,280,9867,"4,692",33,Appito,298,5.00,"1,169",893,279,31.2%
2020-03-22,SPORTS,"56,243",-,18,,436,,,,8047,1242,250,60,270,9869,"4,695",35,Appito,291,4.29,"1,184",1007,268,26.6%
2020-03-23,SPORTS,"55,634",1,13,,476,,,,8041,1253,250,60,270,9874,"4,694",36,Appito,342,4.43,"1,091",1020,301,29.5%
2020-03-24,SPORTS,"55,166",-,25,,463,,,,8050,1253,250,60,270,9883,"4,695",41,Appito,316,5.00,887,1007,284,28.2%
2020-03-25,SPORTS,"54,739",-,10,,438,,,,8032,1253,270,60,270,9885,"4,691",41,Appito,305,4.00,862,845,286,33.8%
2020-03-26,SPORTS,"54,304",5,17,,501,,,,8033,1253,270,60,270,9886,"4,691",42,Appito,349,4.43,906,846,310,36.6%
2020-03-27,SPORTS,"53,914",3,19,,501,,,,8031,1243,280,60,280,9894,"4,686",39,Appito,348,3.67,875,908,313,34.5%
2020-03-28,SPORTS,"53,504",5,17,,520,,,,8033,1243,280,60,280,9896,"4,686",35,Appito,351,3.00,909,1071,326,30.4%
2020-03-29,SPORTS,"53,032",2,20,,489,,,,8028,1242,280,70,280,9900,"4,683",35,Appito,335,5.00,939,1025,316,30.8%
2020-03-30,SPORTS,"52,612",3,12,,541,,,,8019,1243,280,80,280,9902,"4,68",36,Appito,377,4.33,895,1028,341,33.2%
2020-03-31,SPORTS,"52,326",1,20,,539,,,,8022,1231,280,80,290,9903,"4,677",32,Appito,359,4.33,802,984,340,34.6%
2020-04-01,SPORTS,"52,001",2,15,,534,,,,8025,1232,280,80,290,9907,"4,677",34,Appito,365,4.00,819,1007,337,33.5%
2020-04-02,SPORTS,"51,714",4,6,,508,,,,8018,1232,290,80,290,9910,"4,675",32,Appito,360,5.00,779,1017,339,33.3%
2020-04-03,SPORTS,"51,369",2,9,,480,,,,8021,1233,290,80,290,9914,"4,675",30,Appito,303,5.00,771,935,290,31.0%
2020-04-04,SPORTS,"50,845",2,10,,483,,,,8036,1232,270,90,290,9918,"4,677",32,Appito,277,4.33,892,876,256,29.2%
2020-04-05,SPORTS,"50,359",-,14,,601,,,,8039,1232,270,90,290,9921,"4,677",35,Appito,337,5.00,"1,007",946,318,33.6%
2020-04-06,SPORTS,"50,020",-,21,,622,,,,8042,1221,270,90,300,9923,"4,674",34,Appito,339,4.80,909,962,308,32.0%
2020-04-07,SPORTS,"49,707",-,11,,510,,,,8046,1222,270,90,300,9928,"4,674",34,Appito,287,5.00,821,1006,263,26.1%
2020-04-08,SPORTS,"49,136",-,26,,439,,,,8047,1222,270,90,300,9929,"4,674",32,Appito,262,1.00,963,831,240,28.9%
2020-04-09,SPORTS,"48,782",1,21,,422,,,,8040,1231,270,90,300,9931,"4,673",34,Appito,265,5.00,769,820,250,30.5%
2020-04-10,SPORTS,"48,536",4,8,,458,,,,8022,1231,270,90,320,9933,"4,665",36,Appito,290,-,698,856,263,30.7%
2020-04-11,SPORTS,"48,106",2,13,,391,,,,8023,1232,270,90,320,9935,"4,665",45,Appito,264,4.33,758,884,241,27.3%
2020-04-12,SPORTS,"47,832",2,11,,459,,,,8016,1232,270,90,330,9938,"4,661",43,Appito,337,5.00,718,969,317,32.7%
2020-04-13,SPORTS,"47,538",-,8,,482,,,,8008,1232,270,90,340,9940,"4,657",49,Appito,342,3.67,752,1042,310,29.8%
2020-04-14,SPORTS,"47,261",2,17,,461,,,,8012,1231,270,90,340,9943,"4,658",44,Appito,303,4.33,720,967,275,28.4%
2020-04-15,SPORTS,"47,031",4,14,,412,,,,8014,1232,260,90,350,9946,"4,656",42,Appito,245,5.00,652,922,230,24.9%
2020-04-16,SPORTS,"46,711",1,16,,452,,,,8016,1222,270,90,350,9948,"4,655",39,Appito,311,4.50,682,913,296,32.4%
2020-04-17,SPORTS,"46,466",-,16,,448,,,,8016,1222,270,90,350,9948,"4,655",45,Appito,294,3.00,726,866,276,31.9%
2020-04-18,SPORTS,"46,124",3,10,,358,,,,8018,1222,270,90,350,9950,"4,655",45,Appito,243,4.00,625,803,223,27.8%
2020-04-19,SPORTS,"45,731",2,5,,335,,,,8022,1231,260,90,350,9953,"4,656",46,Appito,236,4.56,709,778,213,27.4%
2020-04-20,SPORTS,"45,436",-,20,,379,,,,8009,1232,260,100,360,9961,"4,649",50,Appito,262,4.75,634,787,246,31.3%
2020-04-21,SPORTS,"45,243",1,12,,385,,,,8012,1233,260,100,361,9966,"4,649",66,Appito,253,4.33,599,802,225,28.1%
2020-04-22,SPORTS,"44,968",1,15,,368,,,,8016,1232,260,100,360,9968,"4,649",62,Appito,238,-,600,749,223,29.8%
2020-04-23,SPORTS,"44,686",-,13,,345,,,,8026,1232,260,90,360,9968,"4,652",65,Appito,229,4.50,616,742,211,28.4%
2020-04-24,SPORTS,"44,353",2,15,,326,,,,8030,1223,270,90,360,9973,"4,651",63,Appito,197,3.83,659,606,169,27.9%
2020-04-25,SPORTS,"44,122",4,7,,375,,,,8017,1242,270,90,360,9979,"4,65",63,Appito,268,5.00,588,806,253,31.4%
2020-04-26,SPORTS,"43,907",-,11,,328,,,,8000,1231,290,100,360,9981,"4,644",74,Appito,227,5.00,526,752,214,28.5%
2020-04-27,SPORTS,"43,644",2,15,,333,,,,8002,1231,290,100,360,9983,"4,644",72,Appito,219,5.00,561,629,199,31.6%
2020-04-28,SPORTS,"43,447",1,13,,349,,,,8012,1231,290,100,350,9983,"4,648",76,Appito,227,5.00,518,747,211,28.2%
2020-04-29,SPORTS,"43,127",-,16,,330,,,,8025,1222,290,100,350,9987,"4,649",77,Appito,200,4.83,608,694,194,28.0%
2020-04-30,SPORTS,"42,886",-,17,,339,,,,8040,1213,290,100,350,9993,"4,65",72,Appito,219,4.57,530,640,206,32.2%
2020-05-01,SPORTS,"42,563",2,24,,269,,,,8044,1213,290,100,351,9998,"4,65",77,Appito,172,5.00,593,567,152,26.8%
2020-05-02,SPORTS,"42,325",4,5,,314,,,,8030,1231,300,100,340,10001,"4,651",80,Appito,208,5.00,541,646,187,28.9%
2020-05-03,SPORTS,"42,003",1,9,,266,,,,8042,1231,300,100,330,10003,"4,655",80,Appito,185,4.33,564,631,173,27.4%
2020-05-04,SPORTS,"41,731",3,12,,261,,,,8044,1232,300,100,330,10006,"4,655",93,Appito,164,4.00,512,553,148,26.8%
2020-05-05,SPORTS,"41,499",2,4,,365,,,,8045,1222,310,100,330,10007,"4,654",91,Appito,170,4.00,593,470,149,31.7%
2020-05-06,SPORTS,"41,252",-,7,,364,,,,8046,1222,310,100,330,10008,"4,654",98,Appito,154,4.75,596,460,144,31.3%
2020-05-07,SPORTS,"40,987",-,13,,338,,,,8038,1222,320,100,330,10010,"4,652",96,Appito,154,5.00,565,487,138,28.3%
2020-05-08,SPORTS,"40,694",1,15,,321,,,,8042,1221,320,100,330,10013,"4,652",103,Appito,138,4.33,598,418,129,30.9%
2020-05-09,SPORTS,"40,487",1,8,,360,,,,8054,1222,310,100,330,10016,"4,654",104,Appito,128,4.75,549,407,117,28.7%
2020-05-10,SPORTS,"40,237",-,11,,273,,,,8058,1222,310,100,330,10020,"4,654",103,Appito,133,4.00,500,443,124,28.0%
2020-05-11,SPORTS,"40,036",-,7,,286,,,,8041,1231,320,100,330,10022,"4,651",113,Appito,141,4.33,468,479,126,26.3%
2020-05-12,SPORTS,"39,875",1,9,,285,,,,8042,1231,320,100,330,10023,"4,651",125,Appito,165,4.50,437,518,157,30.3%
2020-05-13,SPORTS,"39,673",-,10,,272,,,,8026,1242,330,100,330,10028,"4,648",123,Appito,148,5.00,447,499,132,26.5%
2020-05-14,SPORTS,"39,501",1,11,,243,,,,8015,1252,330,100,330,10027,"4,647",120,Appito,147,5.00,493,515,140,27.2%
2020-05-15,SPORTS,"39,168",2,7,,272,,,,8017,1252,330,100,330,10029,"4,647",122,Appito,160,5.00,525,556,146,26.3%
2020-05-16,SPORTS,"38,985",-,4,,246,,,,8038,1232,330,100,330,10030,"4,649",116,Appito,153,5.00,432,529,138,26.1%
2020-05-17,SPORTS,"38,797",1,12,,255,,,,8041,1231,330,100,330,10032,"4,65",129,Appito,167,4.33,458,517,149,28.8%
2020-05-18,SPORTS,"38,539",-,12,,215,,,,8042,1231,330,100,330,10033,"4,65",129,Appito,137,4.75,443,442,125,28.3%
2020-05-19,SPORTS,"38,352",1,8,,242,,,,8045,1232,330,100,330,10037,"4,65",134,Appito,157,4.00,409,508,146,28.7%
2020-05-20,SPORTS,"38,107",1,3,,234,,,,8046,1232,330,100,330,10038,"4,65",133,Appito,160,5.00,487,,,
2020-05-21,SPORTS,"37,951",-,4,,291,,,,8057,1222,330,100,330,10039,"4,651",130,Appito,187,5.00,439,547,178,32.5%
2020-05-22,SPORTS,"37,760",2,8,,267,,,,8040,1243,330,100,330,10043,"4,649",127,Appito,174,3.67,432,548,154,28.1%
2020-05-23,SPORTS,"37,646",-,5,,244,,,,8055,1232,330,100,330,10047,"4,65",136,Appito,153,4.50,368,557,143,25.7%
2020-05-24,SPORTS,"37,405",2,7,,205,,,,8036,1242,330,100,340,10048,"4,645",133,Appito,121,5.00,425,525,92,17.5%
2020-05-25,SPORTS,"37,239",2,8,,227,,,,8036,1242,330,100,340,10048,"4,645",139,Appito,151,5.00,429,503,141,28.0%
2020-05-26,SPORTS,"37,045",-,6,,218,,,,8047,1232,330,100,340,10049,"4,646",148,Appito,125,-,356,366,105,28.7%
2020-05-27,SPORTS,"36,845",2,3,,76,,,,8046,1232,330,100,340,10048,"4,646",,Appito,29,-,376,141,35,24.8%
2020-05-28,SPORTS,"36,792",1,3,,440,,,,8048,1232,330,100,340,10050,"4,646",,Appito,185,4.00,656,549,168,30.6%
2020-05-29,SPORTS,"36,843",-,9,,473,,,,8049,1232,330,100,340,10051,"4,646",178,Appito,187,4.00,420,615,170,27.6%
2020-05-30,SPORTS,"36,705",-,11,,296,,,,8014,1252,340,100,350,10056,"4,638",150,Appito,164,1.00,422,539,149,27.6%
2020-05-31,SPORTS,"36,585",2,9,,256,,,,8014,1252,340,100,350,10056,"4,638",127,Appito,157,4.50,392,540,144,26.7%
2020-06-01,SPORTS,"36,474",-,3,,318,,,,8015,1252,340,100,350,10057,"4,638",128,Appito,195,5.00,403,537,190,35.4%
2020-06-02,SPORTS,"36,376",-,8,,291,,,,,,,,,,,130,Appito,181,-,386,541,180,33.3%
2020-06-03,SPORTS,"36,150",-,6,,263,,,,,,,,,,,119,Appito,161,3.50,496,485,146,30.1%
2020-06-04,SPORTS,"35,920",-,9,,192,,,,,,,,,,,117,Appito,108,4.50,399,413,101,24.5%
2020-06-05,SPORTS,"35,647",-,12,,17,,,,,,,,,,,,Appito,-,-,308,56,0,0.0%
2020-06-06,SPORTS,"35,356",-,5,,22,,,,,,,,,,,,Appito,2,-,321,69,2,2.9%
2020-06-07,SPORTS,"35,099",1,5,,22,,,,,,,,,,,,Appito,1,-,266,69,1,1.4%
2020-06-08,SPORTS,"34,851",4,9,,30,,,,,,,,,,,,Appito,1,-,301,58,0,0.0%
2020-06-09,SPORTS,"34,671",1,4,,37,,,,,,,,,,,,Appito,2,-,209,65,1,1.5%
2020-06-10,SPORTS,"34,482",1,4,,88,,,,,,,,,,,,Appito,34,-,298,149,34,22.8%
2020-06-11,SPORTS,"34,283",-,6,,33,,,,,,,,,,,,Appito,-,-,253,115,3,2.6%
2020-06-12,SPORTS,"34,019",-,12,,27,,,,,,,,,,,,Appito,-,-,281,73,4,5.5%
2020-06-13,SPORTS,"33,786",-,6,,15,,,,,,,,,,,,Appito,2,-,273,73,2,2.7%
2020-06-14,SPORTS,"33,533",-,11,,41,,,,,,,,,,,,Appito,1,-,313,73,4,5.5%
2020-06-15,SPORTS,"33,304",-,7,,16,,,,,,,,,,,,Appito,-,-,263,60,4,6.7%
2020-06-16,SPORTS,"32,999",-,2,,265,,,,,,,,,,,,Appito,103,5.00,504,272,97,35.7%
2020-06-17,SPORTS,"32,979",-,4,,497,,,,8005,1262,330,110,350,10057,"4,636",,Appito,135,-,522,306,105,34.3%
2020-06-18,SPORTS,"32,940",1,15,,376,,,,8015,1252,330,110,350,10057,"4,637",,Appito,130,-,362,391,116,29.7%
2020-06-19,SPORTS,"32,899",-,10,,304,,,,8005,1262,330,110,350,10057,"4,636",,Appito,149,-,327,412,135,32.8%
2020-06-20,SPORTS,"32,807",2,2,,318,,,,8015,1252,330,110,350,10057,"4,637",196,Appito,166,-,357,413,143,34.6%
2020-06-21,SPORTS,"32,751",-,10,,254,,,,8015,1252,330,110,350,10057,"4,637",181,Appito,110,5.00,335,390,98,25.1%
2020-06-22,SPORTS,"32,678",4,16,,281,,,,8018,1252,330,110,350,10060,"4,637",169,Appito,177,5.00,319,418,149,35.6%
2020-06-23,SPORTS,"32,643",-,9,,257,,,,8021,1253,330,110,350,10064,"4,637",177,Appito,153,4.33,308,421,144,34.2%
2020-06-24,SPORTS,"32,623",-,12,,308,,,,8025,1252,330,110,350,10067,"4,638",168,Appito,195,5.00,337,458,182,39.7%
2020-06-25,SPORTS,"32,496",1,10,,246,,,,8026,1252,340,110,340,10068,"4,64",174,Appito,148,-,354,375,121,32.3%
2020-06-26,SPORTS,"32,377",2,6,,223,,,,8047,1242,330,110,340,10069,"4,643",156,Appito,143,-,312,624,129,20.7%
2020-06-27,SPORTS,"32,338",-,11,,245,,,,8048,1242,330,110,340,10070,"4,643",154,Appito,150,5.00,367,452,140,31.0%
2020-06-28,SPORTS,"32,188",-,13,,214,,,,8049,1243,330,110,340,10072,"4,643",159,Appito,128,4.50,324,433,116,26.8%
2020-06-29,SPORTS,"32,030",-,7,,236,,,,8053,1242,330,110,340,10075,"4,643",165,Appito,142,3.00,371,507,138,27.2%
2020-06-30,SPORTS,"31,925",3,7,,267,,,,8042,1251,330,110,340,10073,"4,642",192,Appito,160,-,337,457,136,29.8%
2020-07-01,SPORTS,"31,852",1,9,,278,,,,8034,1252,330,110,350,10076,"4,638",186,Appito,191,4.33,348,390,98,25.1%
2020-07-02,SPORTS,"31,737",1,12,,243,,,,8037,1252,330,110,350,10079,"4,638",166,Appito,159,5.00,331,482,152,31.5%
2020-07-03,SPORTS,"31,700",1,6,,263,,,,8030,1253,340,110,350,10083,"4,636",163,Appito,164,4.00,323,544,160,29.4%
2020-07-04,SPORTS,"31,534",-,6,,237,,,,8045,1242,340,110,350,10087,"4,638",164,Appito,145,4.50,391,521,128,24.6%
2020-07-05,SPORTS,"31,443",1,16,,235,,,,8045,1232,350,110,350,10087,"4,637",152,Appito,166,5.00,316,529,155,29.3%
2020-07-06,SPORTS,"31,398",3,10,,293,,,,8039,1243,350,110,350,10092,"4,636",159,Appito,198,5.00,348,602,184,30.6%
2020-07-07,SPORTS,"31,327",3,9,,271,,,,8039,1242,350,110,350,10091,"4,636",172,Appito,187,5.00,291,575,184,32.0%
2020-07-08,SPORTS,"31,065",3,13,,245,,,,8041,1241,350,110,350,10092,"4,636",164,Appito,157,4.50,467,504,151,30.0%
2020-07-09,SPORTS,"30,964",1,10,,300,,,,8045,1242,350,110,350,10097,"4,636",151,Appito,180,4.67,408,535,176,32.9%
2020-07-10,SPORTS,"30,899",-,9,,308,,,,8037,1242,360,110,350,10099,"4,634",159,Appito,212,4.00,352,556,200,36.0%
2020-07-11,SPORTS,"30,826",-,13,,262,,,,8028,1252,360,110,350,10100,"4,633",151,Appito,168,5.00,318,543,157,28.9%
2020-07-12,SPORTS,"30,733",-,7,,224,,,,8029,1242,370,110,350,10101,"4,632",144,Appito,155,4.50,329,511,146,28.6%
2020-07-13,SPORTS,"30,638",1,7,,277,,,,8027,1242,370,110,350,10099,"4,632",148,Appito,195,4.50,342,612,185,30.2%
2020-07-14,SPORTS,"30,639",-,7,,298,,,,8019,1253,370,110,350,10102,"4,631",154,Appito,208,4.50,318,629,210,33.4%
2020-07-15,SPORTS,"30,531",1,6,,266,,,,8010,1263,370,110,350,10103,"4,63",152,Appito,158,2.00,331,597,155,26.0%
2020-07-16,SPORTS,"30,473",1,13,,286,,,,8003,1272,370,110,350,10105,"4,629",147,Appito,185,4.50,353,577,165,28.6%
2020-07-17,SPORTS,"30,289",2,7,,316,,,,7985,1282,370,110,360,10107,"4,624",149,Appito,189,5.00,387,529,175,33.1%
2020-07-18,SPORTS,"30,079",3,12,,232,,,,7976,1292,370,110,360,10108,"4,623",149,Appito,134,5.00,355,534,131,24.5%
2020-07-19,SPORTS,"29,940",-,6,,224,,,,7978,1292,370,110,360,10110,"4,623",154,Appito,160,5.00,340,500,147,29.4%
2020-07-20,SPORTS,"29,892",-,5,,322,,,,7989,1293,370,110,350,10112,"4,627",158,Appito,230,4.67,354,902,222,24.6%
2020-07-21,SPORTS,"29,838",2,5,,352,,,,7995,1292,370,110,350,10117,"4,628",164,Appito,239,5.00,387,803,239,29.8%
2020-07-22,SPORTS,"29,819",1,12,,422,,,,7999,1293,370,110,350,10122,"4,628",154,Appito,293,4.80,400,1681,293,17.4%
2020-07-23,SPORTS,"29,695",3,12,,327,,,,7994,1292,380,110,350,10126,"4,626",138,Appito,216,5.00,415,1287,208,16.2%
2020-07-24,SPORTS,"29,633",7,22,,326,,,,8008,1282,380,110,350,10130,"4,627",148,Appito,220,4.00,356,1190,223,18.7%
2020-07-25,SPORTS,"29,635",3,6,,309,,,,8008,1282,380,110,350,10130,"4,627",154,Appito,196,5.00,330,1011,192,19.0%
2020-07-26,SPORTS,"29,560",-,11,,301,,,,7990,1303,380,110,350,10133,"4,625",159,Appito,203,5.00,380,1067,194,18.2%
